,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,SkillMoves,Work Rate,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,League,Speciality
7517,S. Ugarković,23,Australia,68,73,Newcastle Jets,€1M,€2K,Right,1.0,3.0,3.0,Medium/ Medium,LDM,6.0,"Jan 8, 2016",Not on loan,2021,6'2,174lbs,53.0,38.0,59.0,70.0,35.0,68.0,40.0,31.0,68.0,69.0,72.0,72.0,63.0,57.0,66.0,57.0,62.0,78.0,76.0,54.0,64.0,67.0,54.0,52.0,32.0,60.0,67.0,66.0,60.0,13.0,10.0,12.0,14.0,10.0,€1.3M,HYUNDAI A-LEAGUE,No Speciality
7518,C. Gonzalez,28,Chile,68,68,Unión La Calera,€625K,€1K,Right,1.0,2.0,1.0,Medium/ Medium,GK,17.0,"Jan 1, 2017",Not on loan,2018,5'9,161lbs,16.0,9.0,15.0,47.0,9.0,11.0,16.0,12.0,23.0,21.0,24.0,33.0,22.0,65.0,46.0,33.0,67.0,25.0,55.0,21.0,29.0,15.0,8.0,46.0,35.0,65.0,17.0,16.0,12.0,66.0,67.0,66.0,67.0,67.0,€844K,CAMP. SCOTIABANK,Goalkeeper
7519,T. Pekhart,29,Czech Republic,68,68,UD Las Palmas,€900K,€5K,Right,1.0,3.0,2.0,Medium/ Medium,ST,17.0,"Aug 13, 2018",Not on loan,2020,6'4,201lbs,36.0,68.0,78.0,60.0,65.0,56.0,46.0,34.0,42.0,64.0,51.0,53.0,38.0,67.0,39.0,74.0,62.0,62.0,84.0,57.0,53.0,28.0,69.0,56.0,61.0,68.0,58.0,27.0,24.0,12.0,15.0,16.0,10.0,16.0,€1.4M,LALIGA 1 | 2 | 3,No Speciality
7520,J. Collins,27,Republic of Ireland,68,68,Luton Town,€950K,€5K,Right,1.0,3.0,2.0,Medium/ High,LS,19.0,"Jun 29, 2017",Not on loan,2021,6'2,190lbs,35.0,69.0,72.0,53.0,62.0,63.0,61.0,61.0,49.0,62.0,69.0,73.0,68.0,65.0,53.0,68.0,86.0,82.0,84.0,59.0,63.0,32.0,64.0,46.0,64.0,65.0,34.0,19.0,18.0,7.0,15.0,11.0,11.0,13.0,€1.7M,EFL LEAGUE ONE,No Speciality
7521,M. Haïdara,25,France,68,71,Racing Club de Lens,€925K,€4K,Left,1.0,3.0,3.0,Medium/ Medium,LB,21.0,"Jul 1, 2018",Not on loan,2020,5'10,168lbs,62.0,41.0,59.0,65.0,37.0,69.0,52.0,58.0,57.0,66.0,76.0,70.0,63.0,63.0,71.0,79.0,73.0,73.0,73.0,45.0,74.0,68.0,53.0,49.0,55.0,62.0,67.0,70.0,68.0,10.0,13.0,14.0,8.0,16.0,€1.7M,0,No Speciality
7522,M. Al Harbi,30,Saudi Arabia,68,68,Al Ittihad,€650K,€13K,Left,1.0,3.0,3.0,High/ Medium,LB,31.0,"Jul 26, 2018",Not on loan,2021,5'9,165lbs,68.0,45.0,54.0,65.0,40.0,65.0,61.0,48.0,61.0,64.0,76.0,79.0,74.0,66.0,63.0,46.0,75.0,83.0,63.0,40.0,61.0,59.0,61.0,58.0,33.0,59.0,67.0,70.0,62.0,12.0,8.0,12.0,10.0,11.0,€1.1M,SAUDI PROFESSIONAL LEAGUE,No Speciality
7523,B. Peacock-Farrell,21,Northern Ireland,68,77,Leeds United,€1.1M,€8K,Left,1.0,2.0,1.0,Medium/ Medium,GK,1.0,"Jun 2, 2015",Not on loan,2020,6'4,161lbs,14.0,11.0,17.0,28.0,11.0,17.0,20.0,11.0,26.0,30.0,54.0,51.0,40.0,63.0,69.0,28.0,68.0,34.0,61.0,17.0,24.0,20.0,14.0,38.0,29.0,47.0,19.0,20.0,20.0,70.0,65.0,70.0,62.0,71.0,€2.2M,EFL CHAMPIONSHIP,Goalkeeper
7524,S. Peña,22,Peru,68,74,CD Tondela,€1.2M,€4K,Right,1.0,3.0,3.0,Medium/ Medium,CAM,16.0,N/A,Granada CF,"Jun 30, 2019",5'10,163lbs,67.0,62.0,59.0,70.0,57.0,70.0,53.0,56.0,68.0,69.0,69.0,67.0,66.0,60.0,74.0,63.0,46.0,69.0,61.0,66.0,27.0,53.0,66.0,67.0,69.0,59.0,46.0,41.0,39.0,5.0,12.0,13.0,10.0,6.0,No Release Clause,LIGA NOS,No Speciality
7525,K. Rüegg,19,Switzerland,68,85,FC Zürich,€1.7M,€3K,Right,1.0,3.0,2.0,Medium/ Medium,RB,22.0,"Jul 1, 2017",Not on loan,2020,5'8,170lbs,57.0,41.0,57.0,64.0,42.0,61.0,54.0,36.0,64.0,65.0,85.0,79.0,64.0,64.0,76.0,38.0,55.0,79.0,80.0,35.0,68.0,61.0,58.0,58.0,30.0,62.0,67.0,70.0,67.0,6.0,9.0,8.0,11.0,13.0,€3.6M,RAIFFEISEN SUPER LEAGUE,No Speciality
7526,Ivanildo Fernandes,22,Portugal,68,76,Moreirense FC,€1.1M,€4K,Left,1.0,4.0,2.0,Medium/ Medium,LCB,14.0,N/A,Sporting CP,"Jun 30, 2019",6'4,187lbs,37.0,21.0,71.0,63.0,27.0,41.0,27.0,30.0,50.0,53.0,58.0,66.0,33.0,61.0,36.0,45.0,64.0,74.0,86.0,25.0,76.0,63.0,31.0,38.0,39.0,52.0,67.0,66.0,61.0,12.0,6.0,14.0,9.0,5.0,No Release Clause,LIGA NOS,No Speciality
7527,F. Raspentino,29,France,68,68,Valenciennes FC,€900K,€4K,Right,1.0,3.0,3.0,Medium/ Medium,ST,11.0,"Sep 3, 2018",Not on loan,2019,5'10,161lbs,67.0,66.0,66.0,67.0,66.0,68.0,65.0,48.0,56.0,69.0,74.0,74.0,71.0,68.0,70.0,66.0,71.0,54.0,63.0,63.0,43.0,14.0,68.0,64.0,62.0,53.0,13.0,16.0,12.0,9.0,9.0,12.0,12.0,10.0,€1.6M,DOMINO'S LIGUE 2,No Speciality
7528,Etxeberría,23,Spain,68,75,CD Numancia,€1.1M,€4K,Right,1.0,3.0,3.0,Medium/ Medium,RB,22.0,"Jul 1, 2018",Not on loan,2019,5'11,159lbs,70.0,19.0,52.0,68.0,39.0,64.0,62.0,44.0,56.0,68.0,74.0,73.0,70.0,59.0,61.0,37.0,75.0,74.0,69.0,32.0,70.0,66.0,56.0,52.0,39.0,68.0,64.0,67.0,66.0,13.0,9.0,7.0,7.0,11.0,€1.9M,LALIGA 1 | 2 | 3,No Speciality
7529,Helito Caldeira,34,Brazil,68,68,Fluminense,€250K,€10K,Right,1.0,3.0,2.0,Medium/ Medium,RB,20.0,"Jan 1, 2018",Not on loan,2021,6'2,181lbs,58.0,47.0,73.0,69.0,56.0,57.0,73.0,61.0,58.0,77.0,62.0,66.0,60.0,66.0,49.0,72.0,54.0,58.0,77.0,49.0,70.0,73.0,57.0,43.0,64.0,63.0,71.0,58.0,71.0,14.0,10.0,13.0,8.0,13.0,€475K,LIGA DO BRASIL,No Speciality
7530,A. Santamaría,26,Peru,68,71,Puebla FC,€925K,€4K,Right,1.0,3.0,3.0,High/ High,RCB,4.0,"Jan 1, 2018",Not on loan,2018,6'0,165lbs,61.0,55.0,68.0,66.0,58.0,66.0,59.0,64.0,66.0,65.0,64.0,68.0,60.0,51.0,63.0,72.0,50.0,69.0,71.0,65.0,68.0,65.0,62.0,62.0,62.0,66.0,70.0,71.0,69.0,12.0,11.0,10.0,7.0,13.0,€1.6M,0,No Speciality
7531,S. Lowry,29,Australia,68,69,Perth Glory,€775K,€3K,Left,1.0,2.0,2.0,Medium/ High,RCB,4.0,"Jan 27, 2016",Not on loan,2020,6'1,194lbs,62.0,36.0,62.0,63.0,26.0,61.0,36.0,62.0,61.0,59.0,55.0,58.0,59.0,52.0,51.0,51.0,75.0,65.0,88.0,25.0,91.0,61.0,39.0,45.0,51.0,62.0,62.0,63.0,66.0,13.0,10.0,8.0,7.0,7.0,€1M,HYUNDAI A-LEAGUE,Strength
7532,C. Connolly,20,England,68,81,Wigan Athletic,€1.5M,€20K,Right,1.0,3.0,3.0,High/ High,CDM,26.0,N/A,Everton,"Jun 30, 2019",6'0,154lbs,65.0,61.0,68.0,68.0,32.0,66.0,56.0,49.0,67.0,69.0,61.0,61.0,69.0,63.0,72.0,69.0,69.0,68.0,55.0,65.0,77.0,67.0,62.0,61.0,50.0,65.0,69.0,69.0,68.0,5.0,9.0,15.0,7.0,14.0,No Release Clause,EFL CHAMPIONSHIP,No Speciality
7533,Pedrosa,21,Portugal,68,76,Vitória de Setúbal,€1.1M,€2K,Right,1.0,4.0,2.0,Medium/ High,CDM,27.0,"Jul 1, 2016",Not on loan,2020,6'1,154lbs,58.0,39.0,53.0,70.0,46.0,65.0,50.0,41.0,73.0,67.0,68.0,66.0,60.0,63.0,61.0,64.0,68.0,72.0,68.0,59.0,64.0,75.0,58.0,65.0,52.0,59.0,60.0,64.0,55.0,13.0,12.0,10.0,13.0,9.0,€2.6M,0,No Speciality
7534,W. Kanga,20,Ivory Coast,68,77,Angers SCO,€1.4M,€8K,Right,1.0,4.0,3.0,Medium/ Medium,ST,11.0,"Jul 1, 2017",Not on loan,2020,6'1,168lbs,68.0,67.0,66.0,61.0,55.0,68.0,54.0,37.0,58.0,72.0,75.0,76.0,69.0,58.0,49.0,65.0,59.0,44.0,79.0,55.0,57.0,29.0,64.0,59.0,59.0,61.0,19.0,15.0,18.0,7.0,13.0,14.0,7.0,14.0,€3.1M,LIGUE 1 CONFORAMA,No Speciality
7535,M. Madisha,23,South Africa,68,76,Free Agent,€0,€0,Right,1.0,4.0,3.0,Medium/ High,CB,17.0,N/A,Not on loan,Free Agent,5'11,165lbs,41.0,58.0,65.0,56.0,33.0,65.0,33.0,41.0,64.0,66.0,72.0,71.0,55.0,61.0,65.0,45.0,68.0,69.0,58.0,35.0,52.0,73.0,35.0,40.0,82.0,65.0,68.0,76.0,73.0,14.0,11.0,8.0,15.0,9.0,No Release Clause,0,No Speciality
7536,J. Mousinho,32,England,68,68,Oxford United,€525K,€5K,Right,1.0,3.0,2.0,Medium/ Medium,CDM,15.0,"Aug 31, 2017",Not on loan,2019,6'1,174lbs,51.0,51.0,64.0,61.0,55.0,61.0,46.0,54.0,61.0,62.0,53.0,55.0,68.0,63.0,67.0,62.0,66.0,78.0,79.0,55.0,74.0,65.0,60.0,60.0,61.0,61.0,66.0,69.0,67.0,15.0,13.0,11.0,16.0,8.0,€919K,EFL LEAGUE ONE,No Speciality
7537,N. Boogaard,31,Australia,68,68,Newcastle Jets,€600K,€2K,Right,1.0,2.0,2.0,Low/ Medium,RCB,4.0,"Jun 9, 2015",Not on loan,2020,6'2,194lbs,21.0,23.0,61.0,65.0,20.0,33.0,19.0,18.0,64.0,43.0,50.0,48.0,43.0,56.0,41.0,42.0,82.0,51.0,84.0,23.0,78.0,67.0,24.0,36.0,27.0,60.0,65.0,67.0,63.0,12.0,9.0,12.0,9.0,6.0,€750K,HYUNDAI A-LEAGUE,No Speciality
7538,G. Moncur,24,England,68,73,Barnsley,€1.2M,€5K,Right,1.0,3.0,3.0,High/ Medium,CM,10.0,"Jun 21, 2016",Not on loan,2019,5'9,139lbs,66.0,66.0,45.0,72.0,55.0,72.0,64.0,68.0,64.0,71.0,65.0,69.0,65.0,59.0,72.0,63.0,54.0,77.0,65.0,61.0,61.0,57.0,67.0,65.0,58.0,64.0,53.0,59.0,48.0,12.0,11.0,12.0,10.0,9.0,€2.2M,EFL LEAGUE ONE,No Speciality
7539,M. Araz,24,Switzerland,68,74,Atiker Konyaspor,€1.2M,€6K,Right,1.0,4.0,3.0,High/ Medium,CAM,53.0,"Jul 23, 2017",Not on loan,2022,5'8,152lbs,46.0,60.0,39.0,69.0,58.0,66.0,59.0,54.0,64.0,68.0,77.0,77.0,77.0,73.0,91.0,66.0,57.0,60.0,45.0,56.0,58.0,43.0,69.0,62.0,45.0,62.0,28.0,42.0,44.0,7.0,14.0,11.0,10.0,11.0,€2.7M,0,No Speciality
7540,Nuno Tomás,22,Portugal,68,71,Os Belenenses,€950K,€3K,Left,1.0,2.0,2.0,Low/ High,CB,25.0,"Jul 1, 2015",Not on loan,2021,6'0,185lbs,31.0,27.0,70.0,55.0,28.0,42.0,30.0,31.0,37.0,50.0,58.0,57.0,57.0,59.0,56.0,46.0,85.0,63.0,79.0,26.0,69.0,64.0,30.0,30.0,43.0,59.0,67.0,69.0,66.0,8.0,8.0,9.0,10.0,10.0,€2.1M,0,No Speciality
7541,G. Páez,28,Venezuela,68,68,Kaizer Chiefs,€925K,€1K,Right,1.0,5.0,3.0,High/ Low,ST,9.0,"Jan 31, 2017",Not on loan,2019,5'10,154lbs,55.0,76.0,64.0,64.0,59.0,65.0,48.0,37.0,36.0,68.0,76.0,75.0,62.0,59.0,72.0,68.0,70.0,60.0,56.0,71.0,45.0,19.0,59.0,56.0,73.0,57.0,29.0,19.0,27.0,7.0,14.0,9.0,11.0,10.0,€2M,REST OF WORLD,No Speciality
7542,G. Galitsios,31,Greece,68,68,Royal Excel Mouscron,€575K,€5K,Right,1.0,3.0,2.0,High/ High,RB,13.0,"Jan 29, 2018",Not on loan,2019,6'0,172lbs,70.0,16.0,60.0,68.0,25.0,61.0,72.0,68.0,67.0,66.0,67.0,67.0,65.0,66.0,66.0,60.0,66.0,61.0,69.0,17.0,74.0,70.0,59.0,63.0,37.0,70.0,69.0,68.0,67.0,10.0,16.0,16.0,6.0,13.0,€834K,0,No Speciality
7543,F. Semb Berge,28,Norway,68,70,Odds BK,€850K,€2K,Right,1.0,3.0,2.0,Medium/ Medium,CB,3.0,"Jan 11, 2016",Not on loan,2020,6'2,181lbs,29.0,26.0,66.0,61.0,37.0,24.0,34.0,62.0,61.0,55.0,44.0,52.0,32.0,60.0,57.0,78.0,74.0,60.0,84.0,52.0,68.0,67.0,35.0,48.0,32.0,59.0,65.0,68.0,65.0,12.0,8.0,9.0,10.0,10.0,€1.1M,ELITESERIEN,No Speciality
7544,R. de la Fuente,27,Chile,68,69,CD Universidad de Concepción,€825K,€2K,Left,1.0,2.0,3.0,High/ High,LB,19.0,"May 24, 2015",Not on loan,2023,5'9,165lbs,65.0,42.0,45.0,66.0,38.0,67.0,67.0,38.0,62.0,65.0,72.0,75.0,67.0,63.0,79.0,66.0,63.0,70.0,70.0,64.0,68.0,66.0,63.0,52.0,42.0,68.0,65.0,70.0,71.0,14.0,10.0,11.0,11.0,15.0,€1.2M,0,No Speciality
7545,M. Rodák,21,Slovakia,68,76,Rotherham United,€1M,€10K,Right,1.0,3.0,1.0,Medium/ Medium,GK,1.0,N/A,Fulham,"Jun 30, 2019",6'5,187lbs,15.0,20.0,15.0,28.0,19.0,15.0,13.0,17.0,17.0,21.0,51.0,41.0,43.0,57.0,46.0,19.0,56.0,27.0,68.0,15.0,21.0,21.0,17.0,28.0,23.0,51.0,8.0,17.0,16.0,69.0,68.0,70.0,66.0,69.0,No Release Clause,0,Goalkeeper
7546,S. Johnson,25,Liberia,68,73,Vålerenga Fotball,€1.2M,€3K,Right,1.0,3.0,3.0,High/ Medium,ST,10.0,"Jan 23, 2018",Not on loan,2021,5'10,163lbs,53.0,67.0,64.0,58.0,61.0,66.0,52.0,37.0,36.0,64.0,86.0,92.0,69.0,64.0,73.0,64.0,75.0,86.0,72.0,54.0,61.0,29.0,69.0,60.0,57.0,61.0,19.0,14.0,13.0,11.0,11.0,10.0,12.0,14.0,€1.6M,ELITESERIEN,No Speciality
7547,Óscar,20,Spain,68,81,CD Leganés,€1.7M,€32K,Right,1.0,3.0,3.0,High/ Medium,RCM,27.0,N/A,Real Madrid,"Jun 30, 2019",5'9,150lbs,56.0,69.0,42.0,71.0,42.0,75.0,78.0,82.0,68.0,74.0,68.0,66.0,67.0,68.0,77.0,59.0,59.0,47.0,50.0,71.0,43.0,60.0,66.0,65.0,53.0,68.0,47.0,37.0,43.0,12.0,7.0,9.0,11.0,7.0,No Release Clause,LALIGA SANTANDER,No Speciality
7548,J. Parr,29,Norway,68,68,Strømsgodset IF,€675K,€2K,Left,1.0,4.0,3.0,High/ High,LB,3.0,"Jan 13, 2016",Not on loan,2019,6'0,165lbs,65.0,59.0,57.0,64.0,50.0,64.0,49.0,53.0,59.0,65.0,71.0,71.0,75.0,63.0,69.0,58.0,54.0,90.0,68.0,54.0,60.0,63.0,61.0,55.0,53.0,64.0,61.0,66.0,64.0,6.0,8.0,11.0,15.0,7.0,€844K,ELITESERIEN,Engine
7549,L. Vido,21,Italy,68,82,Perugia,€2M,€9K,Right,1.0,3.0,3.0,Medium/ Medium,RS,10.0,N/A,Atalanta,"Jun 30, 2019",6'0,165lbs,61.0,69.0,69.0,64.0,51.0,70.0,62.0,61.0,56.0,69.0,67.0,68.0,70.0,69.0,65.0,68.0,72.0,68.0,64.0,62.0,43.0,29.0,66.0,57.0,68.0,67.0,40.0,22.0,21.0,12.0,13.0,9.0,14.0,9.0,No Release Clause,CALCIO B,No Speciality
7550,G. McCleary,31,Jamaica,68,68,Reading,€775K,€15K,Right,1.0,3.0,3.0,Medium/ Medium,LW,12.0,"May 16, 2012",Not on loan,2020,6'0,168lbs,64.0,63.0,55.0,63.0,70.0,69.0,68.0,63.0,55.0,68.0,79.0,77.0,68.0,66.0,66.0,78.0,73.0,52.0,70.0,69.0,55.0,38.0,66.0,67.0,67.0,59.0,48.0,50.0,43.0,14.0,15.0,8.0,9.0,14.0,€1.5M,EFL CHAMPIONSHIP,No Speciality
7551,L. MacLeod,24,Scotland,68,72,Brentford,€1.1M,€14K,Right,1.0,4.0,3.0,Medium/ High,CM,4.0,"Jan 1, 2015",Not on loan,2019,5'9,159lbs,67.0,59.0,50.0,68.0,46.0,64.0,60.0,61.0,68.0,70.0,59.0,64.0,63.0,63.0,61.0,63.0,62.0,67.0,60.0,65.0,64.0,57.0,68.0,72.0,50.0,65.0,60.0,66.0,60.0,16.0,7.0,8.0,9.0,12.0,€2.3M,EFL CHAMPIONSHIP,No Speciality
7552,G. Dobson,20,England,68,76,Walsall,€1.3M,€3K,Right,1.0,3.0,3.0,Medium/ High,LCM,4.0,"Jan 3, 2018",Not on loan,2021,6'1,165lbs,57.0,50.0,60.0,68.0,43.0,64.0,60.0,56.0,69.0,66.0,65.0,69.0,69.0,64.0,74.0,65.0,69.0,88.0,73.0,52.0,77.0,64.0,58.0,69.0,51.0,70.0,64.0,65.0,63.0,9.0,9.0,13.0,11.0,7.0,€2.6M,EFL LEAGUE ONE,No Speciality
7553,F. Aursnes,22,Norway,68,76,Molde FK,€1.3M,€3K,Right,1.0,3.0,3.0,High/ High,CM,17.0,"Dec 1, 2015",Not on loan,2019,5'10,157lbs,68.0,58.0,53.0,69.0,48.0,64.0,67.0,63.0,65.0,67.0,67.0,75.0,74.0,65.0,75.0,66.0,71.0,86.0,60.0,64.0,75.0,65.0,66.0,65.0,66.0,65.0,63.0,63.0,58.0,12.0,14.0,14.0,8.0,13.0,€1.9M,ELITESERIEN,No Speciality
7554,Y. Boé-Kane,27,France,68,70,AC Ajaccio,€875K,€3K,Right,1.0,2.0,2.0,Medium/ Medium,RDM,13.0,"Jul 15, 2016",Not on loan,2019,6'1,168lbs,55.0,31.0,69.0,67.0,32.0,57.0,37.0,37.0,60.0,61.0,67.0,60.0,64.0,63.0,55.0,66.0,76.0,83.0,76.0,45.0,70.0,71.0,33.0,53.0,48.0,62.0,66.0,69.0,63.0,6.0,10.0,11.0,9.0,9.0,€1.6M,DOMINO'S LIGUE 2,No Speciality
7555,M. Vilotić,31,Serbia,68,68,FC St. Gallen,€600K,€6K,Right,1.0,3.0,2.0,Medium/ Medium,CB,15.0,"Jul 4, 2018",Not on loan,2019,6'3,185lbs,43.0,38.0,76.0,58.0,35.0,54.0,34.0,42.0,59.0,58.0,43.0,51.0,55.0,55.0,62.0,62.0,66.0,67.0,77.0,52.0,59.0,63.0,39.0,41.0,61.0,66.0,68.0,69.0,67.0,13.0,12.0,12.0,14.0,14.0,€870K,RAIFFEISEN SUPER LEAGUE,No Speciality
7556,A. Androutsos,21,Greece,68,80,Olympiacos CFP,€1.6M,€1K,Right,1.0,3.0,3.0,High/ High,CAM,8.0,"Jul 1, 2016",Not on loan,2021,5'9,148lbs,60.0,66.0,55.0,72.0,64.0,68.0,63.0,60.0,64.0,70.0,78.0,75.0,76.0,65.0,68.0,64.0,56.0,73.0,59.0,62.0,47.0,55.0,56.0,64.0,59.0,66.0,62.0,56.0,55.0,10.0,8.0,11.0,10.0,13.0,€3.8M,REST OF WORLD,No Speciality
7557,Edgar,31,Brazil,68,68,Daegu FC,€800K,€3K,Right,1.0,3.0,3.0,Medium/ Medium,ST,9.0,"Jul 10, 2018",Not on loan,2021,6'3,174lbs,60.0,65.0,70.0,65.0,69.0,65.0,71.0,44.0,60.0,64.0,48.0,65.0,55.0,68.0,57.0,74.0,65.0,69.0,73.0,66.0,73.0,24.0,69.0,63.0,80.0,71.0,32.0,27.0,25.0,15.0,6.0,10.0,16.0,13.0,€1M,K-LEAGUE 1,No Speciality
7558,M. Smith,29,England,68,68,Queens Park Rangers,€900K,€5K,Left,1.0,3.0,2.0,Medium/ Medium,ST,17.0,"Jan 31, 2017",Not on loan,2020,6'6,201lbs,43.0,67.0,91.0,53.0,60.0,40.0,50.0,35.0,41.0,66.0,43.0,46.0,46.0,65.0,32.0,74.0,56.0,64.0,93.0,56.0,67.0,22.0,73.0,62.0,62.0,56.0,50.0,39.0,13.0,14.0,14.0,8.0,11.0,9.0,€1.7M,0,Strength
7559,N. Bellomo,27,Italy,68,68,US Salernitana 1919,€925K,€2K,Right,1.0,3.0,3.0,Medium/ Medium,CM,16.0,"Jul 1, 2018",Not on loan,2020,5'9,154lbs,58.0,58.0,40.0,70.0,56.0,67.0,65.0,72.0,67.0,69.0,64.0,66.0,72.0,69.0,69.0,67.0,71.0,71.0,62.0,69.0,59.0,60.0,56.0,69.0,44.0,66.0,44.0,65.0,63.0,14.0,14.0,11.0,10.0,13.0,€1.5M,0,No Speciality
7560,Toquero,33,Spain,68,68,Real Zaragoza,€550K,€5K,Right,1.0,3.0,2.0,Medium/ High,RM,23.0,"Aug 4, 2017",Not on loan,2019,6'0,159lbs,71.0,60.0,77.0,66.0,65.0,65.0,68.0,52.0,58.0,61.0,70.0,68.0,55.0,76.0,63.0,72.0,78.0,77.0,80.0,55.0,77.0,57.0,72.0,67.0,66.0,59.0,59.0,56.0,47.0,9.0,7.0,15.0,12.0,7.0,€880K,0,No Speciality
7561,J. Chabot,20,Germany,68,77,FC Groningen,€1.2M,€3K,Left,1.0,2.0,2.0,Medium/ Medium,LCB,24.0,"Jul 16, 2018",Not on loan,2022,6'4,196lbs,33.0,21.0,66.0,54.0,36.0,47.0,31.0,30.0,48.0,49.0,40.0,46.0,47.0,60.0,34.0,40.0,65.0,59.0,84.0,23.0,79.0,65.0,23.0,35.0,41.0,52.0,66.0,67.0,69.0,9.0,13.0,7.0,8.0,7.0,€2M,EREDIVISIE,No Speciality
7562,L. Bertone,24,Switzerland,68,75,BSC Young Boys,€1.2M,€8K,Right,1.0,3.0,2.0,Medium/ Medium,CM,6.0,"May 1, 2012",Not on loan,2019,5'10,161lbs,58.0,64.0,57.0,71.0,31.0,59.0,67.0,68.0,67.0,65.0,61.0,74.0,65.0,63.0,71.0,68.0,76.0,77.0,65.0,69.0,68.0,65.0,67.0,68.0,59.0,65.0,63.0,59.0,57.0,11.0,8.0,12.0,8.0,10.0,€2.1M,RAIFFEISEN SUPER LEAGUE,No Speciality
7563,M. Herrera,26,Argentina,68,70,Club Atlético Lanús,€900K,€7K,Right,1.0,2.0,2.0,Medium/ Medium,CB,2.0,"Aug 1, 2012",Not on loan,2023,6'1,172lbs,58.0,42.0,68.0,67.0,33.0,59.0,47.0,35.0,69.0,64.0,65.0,66.0,61.0,65.0,61.0,61.0,70.0,73.0,75.0,53.0,78.0,70.0,52.0,49.0,42.0,61.0,66.0,63.0,60.0,8.0,13.0,15.0,11.0,12.0,€1.4M,0,No Speciality
7564,M. Clark,22,England,68,77,Vitesse,€1.2M,€5K,Left,1.0,2.0,2.0,Medium/ Medium,LB,5.0,"Jul 1, 2018",Not on loan,2021,5'11,161lbs,63.0,52.0,54.0,63.0,42.0,63.0,52.0,39.0,57.0,66.0,73.0,66.0,71.0,66.0,68.0,46.0,76.0,67.0,64.0,55.0,71.0,65.0,53.0,48.0,51.0,52.0,70.0,73.0,68.0,15.0,13.0,6.0,11.0,9.0,€2M,EREDIVISIE,No Speciality
7565,A. Benedetti,26,Italy,68,69,Cittadella,€850K,€2K,Left,1.0,3.0,2.0,High/ Medium,LB,3.0,"Aug 7, 2017",Not on loan,2021,5'7,141lbs,64.0,41.0,58.0,63.0,45.0,62.0,49.0,41.0,60.0,61.0,78.0,76.0,73.0,59.0,90.0,48.0,61.0,74.0,54.0,42.0,60.0,65.0,47.0,51.0,42.0,59.0,69.0,70.0,70.0,10.0,12.0,15.0,13.0,9.0,€1.4M,CALCIO B,No Speciality
7566,E. Håland,17,Norway,68,85,Molde FK,€1.8M,€2K,Left,1.0,3.0,3.0,High/ High,ST,30.0,"Feb 1, 2017",Not on loan,2019,6'4,192lbs,46.0,67.0,59.0,60.0,58.0,67.0,66.0,33.0,33.0,66.0,77.0,80.0,68.0,63.0,63.0,66.0,68.0,71.0,84.0,55.0,80.0,22.0,66.0,57.0,68.0,63.0,38.0,28.0,15.0,7.0,14.0,13.0,11.0,7.0,€3.4M,ELITESERIEN,No Speciality
7567,O. Buff,25,Switzerland,68,71,Real Zaragoza,€1.1M,€4K,Right,1.0,4.0,3.0,High/ Low,CAM,15.0,"Jul 1, 2017",Not on loan,2019,5'9,148lbs,71.0,59.0,39.0,70.0,59.0,65.0,68.0,72.0,64.0,67.0,66.0,68.0,70.0,59.0,72.0,59.0,64.0,62.0,64.0,65.0,59.0,57.0,70.0,74.0,62.0,66.0,33.0,58.0,55.0,8.0,12.0,8.0,6.0,10.0,€1.9M,0,No Speciality
7568,K. Friesenbichler,24,Austria,68,72,FK Austria Wien,€1.2M,€7K,Left,1.0,3.0,2.0,Medium/ Low,ST,9.0,"Jul 1, 2017",Not on loan,2022,6'2,165lbs,31.0,69.0,73.0,50.0,72.0,62.0,42.0,26.0,34.0,66.0,63.0,69.0,64.0,63.0,55.0,68.0,74.0,62.0,75.0,57.0,46.0,12.0,73.0,42.0,65.0,66.0,22.0,14.0,14.0,6.0,12.0,15.0,13.0,8.0,€1.8M,Ö. BUNDESLIGA,No Speciality
7569,E. Kaş,26,Turkey,68,69,Yeni Malatyaspor,€850K,€6K,Left,1.0,3.0,3.0,Medium/ High,LB,39.0,"Aug 10, 2018",Not on loan,2019,6'0,165lbs,69.0,55.0,53.0,67.0,63.0,72.0,68.0,64.0,64.0,74.0,76.0,75.0,76.0,67.0,72.0,72.0,56.0,68.0,62.0,67.0,74.0,68.0,62.0,64.0,56.0,66.0,65.0,67.0,62.0,9.0,13.0,12.0,6.0,7.0,€1.8M,SÜPER LIG,No Speciality
